"","occurrenceId","verbatimScientificName_.GRA.","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species_.GBIF.","canonicalName","authorship","usageKey","acceptedUsageKey"
"95",NA,"Acanthophis antarcticus","Acanthophis antarcticus (Shaw, 1802)",2449648,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis antarcticus","Acanthophis antarcticus","(Shaw, 1802) ",2449648,2449648
"96",NA,"Acanthophis cryptamydros","Acanthophis cryptamydros Maddock, Ellis, Doughty, Smith & Wüster, 2015",8641441,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis cryptamydros","Acanthophis cryptamydros","Maddock, Ellis, Doughty, Smith & Wüster, 2015",8641441,8641441
"97",NA,"Acanthophis hawkei","Acanthophis hawkei Wells & Wellington, 1985",2449635,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis hawkei","Acanthophis hawkei","Wells & Wellington, 1985",2449635,2449635
"98",NA,"Acanthophis laevis","Acanthophis laevis Macleay, 1877",2449625,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis laevis","Acanthophis laevis","Macleay, 1877",2449625,2449625
"99",NA,"Acanthophis praelongus","Acanthophis praelongus Ramsay, 1877",2449629,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis praelongus","Acanthophis praelongus","Ramsay, 1877",2449629,2449629
"100",NA,"Acanthophis pyrrhus","Acanthophis pyrrhus Boulenger, 1898",2449630,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis pyrrhus","Acanthophis pyrrhus","Boulenger, 1898",2449630,2449630
"101",NA,"Acanthophis rugosus","Acanthophis rugosus Loveridge, 1948",2449643,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis rugosus","Acanthophis rugosus","Loveridge, 1948",2449643,2449643
"102",NA,"Acanthophis wellsi","Acanthophis wellsi Hoser, 1998",2449638,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Acanthophis","Acanthophis wellsi","Acanthophis wellsi","Hoser, 1998",2449638,2449638
"103",NA,"Acanthosaura armata","Acanthosaura armata (Gray, 1827)",9079185,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura armata","Acanthosaura armata","(Gray, 1827) ",9079185,9079185
"104",NA,"Acanthosaura bintangensis","Acanthosaura bintangensis Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7664492,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura bintangensis","Acanthosaura bintangensis","Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7664492,7664492
"105",NA,"Acanthosaura brachypoda","Acanthosaura brachypoda Ananjeva, Orlov, Nguyen & Ryabov, 2011",8293839,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura brachypoda","Acanthosaura brachypoda","Ananjeva, Orlov, Nguyen & Ryabov, 2011",8293839,8293839
"106",NA,"Acanthosaura capra","Acanthosaura capra Günther, 1861",5960762,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura capra","Acanthosaura capra","Günther, 1861",5960762,5960762
"107",NA,"Acanthosaura cardamomensis","Acanthosaura cardamomensis Wood, Grismer, Grismer, Neang, Chav & Holden, 2010",8402989,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura cardamomensis","Acanthosaura cardamomensis","Wood, Grismer, Grismer, Neang, Chav & Holden, 2010",8402989,8402989
"108",NA,"Acanthosaura coronata","Acanthosaura coronata Günther, 1861",5960745,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura coronata","Acanthosaura coronata","Günther, 1861",5960745,5960745
"109",NA,"Acanthosaura crucigera","Acanthosaura crucigera Boulenger, 1885",5960759,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura crucigera","Acanthosaura crucigera","Boulenger, 1885",5960759,5960759
"110",NA,"Acanthosaura lepidogaster","Acanthosaura lepidogaster (Cuvier, 1829)",5960744,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura lepidogaster","Acanthosaura lepidogaster","(Cuvier, 1829) ",5960744,5960744
"111",NA,"Acanthosaura nataliae","Acanthosaura nataliae Orlov, Truong & Sang, 2006",5960764,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura nataliae","Acanthosaura nataliae","Orlov, Truong & Sang, 2006",5960764,5960764
"112",NA,"Acanthosaura phuketensis","Acanthosaura phuketensis Pauwels, Sumontha, Kunya, Nitikul, Samphanthamit, Wood & Grismer, 2015",8669231,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura phuketensis","Acanthosaura phuketensis","Pauwels, Sumontha, Kunya, Nitikul, Samphanthamit, Wood & Grismer, 2015",8669231,8669231
"113",NA,"Acanthosaura titiwangsaensis","Acanthosaura titiwangsaensis Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7352300,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Acanthosaura","Acanthosaura titiwangsaensis","Acanthosaura titiwangsaensis","Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7352300,7352300
"114",NA,"Achalinus ater","Achalinus ater Bourret, 1937",2458204,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus ater","Achalinus ater","Bourret, 1937",2458204,2458204
"115",NA,"Achalinus formosanus","Achalinus formosanus Boulenger, 1908",2458209,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus formosanus","Achalinus formosanus","Boulenger, 1908",2458209,2458209
"116",NA,"Achalinus hainanus","Achalinus hainanus Huang, 1975",2458216,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus hainanus","Achalinus hainanus","Huang, 1975",2458216,2458216
"117",NA,"Achalinus jinggangensis","Achalinus jinggangensis (Zong & Ma, 1983)",2458202,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus jinggangensis","Achalinus jinggangensis","(Zong & Ma, 1983) ",2458202,2458202
"118",NA,"Achalinus meiguensis","Achalinus meiguensis Hu & Zhao, 1966",2458208,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus meiguensis","Achalinus meiguensis","Hu & Zhao, 1966",2458208,2458208
"119",NA,"Achalinus niger","Achalinus niger Maki, 1931",2458205,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus niger","Achalinus niger","Maki, 1931",2458205,2458205
"120",NA,"Achalinus rufescens","Achalinus rufescens Boulenger, 1888",2458213,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus rufescens","Achalinus rufescens","Boulenger, 1888",2458213,2458213
"121",NA,"Achalinus spinalis","Achalinus spinalis Peters, 1869",2458217,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus spinalis","Achalinus spinalis","Peters, 1869",2458217,2458217
"122",NA,"Achalinus werneri","Achalinus werneri Van Denburgh, 1912",2458206,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Achalinus","Achalinus werneri","Achalinus werneri","Van Denburgh, 1912",2458206,2458206
"123",NA,"Acontias albigularis","Acontias albigularis Conradie, Busschau & Edwards, 2018",9764758,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias albigularis","Acontias albigularis","Conradie, Busschau & Edwards, 2018",9764758,9764758
"124",NA,"Acontias aurantiacus","Acontias aurantiacus (Peters, 1854)",7889674,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias aurantiacus","Acontias aurantiacus","(Peters, 1854) ",7889674,7889674
"125",NA,"Acontias bicolor","Acontias bicolor (Hewitt, 1929)",8210104,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias bicolor","Acontias bicolor","(Hewitt, 1929) ",8210104,8210104
"126",NA,"Acontias breviceps","Acontias breviceps Essex, 1925",5225009,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias breviceps","Acontias breviceps","Essex, 1925",5225009,5225009
"127",NA,"Acontias cregoi","Acontias cregoi (Boulenger, 1903)",8412675,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias cregoi","Acontias cregoi","(Boulenger, 1903) ",8412675,8412675
"128",NA,"Acontias fitzsimonsi","Acontias fitzsimonsi (Broadley, 1968)",10824738,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias fitzsimonsi","Acontias fitzsimonsi","(Broadley, 1968) ",10824738,10824738
"129",NA,"Acontias gariepensis","Acontias gariepensis (Fitzsimons, 1941)",7695952,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias gariepensis","Acontias gariepensis","(Fitzsimons, 1941) ",7695952,7695952
"130",NA,"Acontias gracilicauda","Acontias gracilicauda Essex, 1925",5225006,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias gracilicauda","Acontias gracilicauda","Essex, 1925",5225006,5225006
"131",NA,"Acontias grayi","Acontias grayi Boulenger, 1887",10674939,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias grayi","Acontias grayi","Boulenger, 1887",10674939,10674939
"132",NA,"Acontias jappi","Acontias jappi (Broadley, 1968)",7769547,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias jappi","Acontias jappi","(Broadley, 1968) ",7769547,7769547
"133",NA,"Acontias kgalagadi","Acontias kgalagadi Lamb, Biswas & Bauer, 2010",7423693,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias kgalagadi","Acontias kgalagadi","Lamb, Biswas & Bauer, 2010",7423693,7423693
"134",NA,"Acontias lineatus","Acontias lineatus Peters, 1879",5225025,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias lineatus","Acontias lineatus","Peters, 1879",5225025,5225025
"135",NA,"Acontias lineicauda","Acontias lineicauda Hewitt, 1937",9321620,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias lineicauda","Acontias lineicauda","Hewitt, 1937",9321620,9321620
"136",NA,"Acontias litoralis","Acontias litoralis Broadley & Greer, 1969",5225028,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias litoralis","Acontias litoralis","Broadley & Greer, 1969",5225028,5225028
"137",NA,"Acontias meleagris","Acontias meleagris (Linnaeus, 1758)",8798868,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias meleagris","Acontias meleagris","(Linnaeus, 1758) ",8798868,8798868
"138",NA,"Acontias namaquensis","Acontias namaquensis Hewitt, 1938",7612519,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias namaquensis","Acontias namaquensis","Hewitt, 1938",7612519,7612519
"139",NA,"Acontias occidentalis","Acontias occidentalis Fitzsimons, 1941",8046701,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias occidentalis","Acontias occidentalis","Fitzsimons, 1941",8046701,8046701
"140",NA,"Acontias orientalis","Acontias orientalis Hewitt, 1937",7505812,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias orientalis","Acontias orientalis","Hewitt, 1937",7505812,7505812
"141",NA,"Acontias parietalis","Acontias parietalis (Broadley, 1990)",11124996,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias parietalis","Acontias parietalis","(Broadley, 1990) ",11124996,11124996
"142",NA,"Acontias percivali","Acontias percivali Loveridge, 1935",5225015,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias percivali","Acontias percivali","Loveridge, 1935",5225015,5225015
"143",NA,"Acontias plumbeus","Acontias plumbeus Bianconi, 1849",5225013,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias plumbeus","Acontias plumbeus","Bianconi, 1849",5225013,5225013
"144",NA,"Acontias poecilus","Acontias poecilus Bourquin & Lambiris, 1996",5225005,"EXACT",100,"SYNONYM","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias plumbeus","Acontias poecilus","Bourquin & Lambiris, 1996",5225005,5225013
"145",NA,"Acontias richardi","Acontias richardi (Jacobsen, 1987)",8011063,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias richardi","Acontias richardi","(Jacobsen, 1987) ",8011063,8011063
"146",NA,"Acontias rieppeli","Acontias rieppeli (Lamb, Biswas & Bauer, 2010)",8086762,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias rieppeli","Acontias rieppeli","(Lamb, Biswas & Bauer, 2010) ",8086762,8086762
"147",NA,"Acontias schmitzi","Acontias schmitzi Wagner, Broadley & Bauer, 2012",8122672,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias schmitzi","Acontias schmitzi","Wagner, Broadley & Bauer, 2012",8122672,8122672
"148",NA,"Acontias tristis","Acontias tristis Werner, 1910",7876800,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias tristis","Acontias tristis","Werner, 1910",7876800,7876800
"149",NA,"Acontias wakkerstroomensis","Acontias wakkerstroomensis Conradie, Busschau & Edwards, 2018",9738159,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acontias","Acontias wakkerstroomensis","Acontias wakkerstroomensis","Conradie, Busschau & Edwards, 2018",9738159,9738159
"150",NA,"Acrantophis dumerili","Acrantophis dumerili Jan, 1860",2465136,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Acrantophis","Acrantophis dumerili","Acrantophis dumerili","Jan, 1860",2465136,2465136
"151",NA,"Acrantophis madagascariensis","Acrantophis madagascariensis (Duméril & Bibron, 1844)",2465139,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Acrantophis","Acrantophis madagascariensis","Acrantophis madagascariensis","(Duméril & Bibron, 1844) ",2465139,2465139
"152",NA,"Acratosaura mentalis","Acratosaura mentalis (Amaral, 1933)",2450798,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gymnophthalmidae","Acratosaura","Acratosaura mentalis","Acratosaura mentalis","(Amaral, 1933) ",2450798,2450798
"153",NA,"Acratosaura spinosa","Acratosaura spinosa Rodrigues, Cassimiro, De Freitas & Santos Silva, 2009",7784048,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gymnophthalmidae","Acratosaura","Acratosaura spinosa","Acratosaura spinosa","Rodrigues, Cassimiro, De Freitas & Santos Silva, 2009",7784048,7784048
"154",NA,"Acritoscincus duperreyi","Acritoscincus duperreyi (Gray, 1838)",2464014,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acritoscincus","Acritoscincus duperreyi","Acritoscincus duperreyi","(Gray, 1838) ",2464014,2464014
"155",NA,"Acritoscincus platynotus","Acritoscincus platynotus (Peters, 1881)",4821071,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acritoscincus","Acritoscincus platynotus","Acritoscincus platynotus","(Peters, 1881) ",4821071,4821071
"156",NA,"Acritoscincus trilineatus","Acritoscincus trilineatus (Gray, 1838)",4821070,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Acritoscincus","Acritoscincus trilineatus","Acritoscincus trilineatus","(Gray, 1838) ",4821070,4821070
"157",NA,"Acrochordus arafurae","Acrochordus arafurae Mcdowell, 1979",2472756,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Acrochordidae","Acrochordus","Acrochordus arafurae","Acrochordus arafurae","Mcdowell, 1979",2472756,2472756
"158",NA,"Acrochordus granulatus","Acrochordus granulatus (Schneider, 1799)",2472757,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Acrochordidae","Acrochordus","Acrochordus granulatus","Acrochordus granulatus","(Schneider, 1799) ",2472757,2472757
"159",NA,"Acrochordus javanicus","Acrochordus javanicus Hornstedt, 1787",2472764,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Acrochordidae","Acrochordus","Acrochordus javanicus","Acrochordus javanicus","Hornstedt, 1787",2472764,2472764
"160",NA,"Actinemys marmorata","Actinemys marmorata (Baird & Girard, 1852)",2442896,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Testudines",NA,"Emydidae","Actinemys","Actinemys marmorata","Actinemys marmorata","(Baird & Girard, 1852) ",2442896,2442896
"161",NA,"Actinemys pallida","Actinemys pallida (Seeliger, 1945)",9429990,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Testudines",NA,"Emydidae","Actinemys","Actinemys pallida","Actinemys pallida","(Seeliger, 1945) ",9429990,9429990
"162",NA,"Acutotyphlops banaorum","Acutotyphlops banaorum Wallach, Brown, Diesmos & Gee, 2007",5789800,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Typhlopidae","Acutotyphlops","Acutotyphlops banaorum","Acutotyphlops banaorum","Wallach, Brown, Diesmos & Gee, 2007",5789800,5789800
"163",NA,"Acutotyphlops infralabialis","Acutotyphlops infralabialis (Waite, 1918)",2471533,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Typhlopidae","Acutotyphlops","Acutotyphlops infralabialis","Acutotyphlops infralabialis","(Waite, 1918) ",2471533,2471533
"164",NA,"Acutotyphlops kunuaensis","Acutotyphlops kunuaensis Wallach, 1995",2471536,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Typhlopidae","Acutotyphlops","Acutotyphlops kunuaensis","Acutotyphlops kunuaensis","Wallach, 1995",2471536,2471536
"165",NA,"Acutotyphlops solomonis","Acutotyphlops solomonis (Parker, 1939)",2471544,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Typhlopidae","Acutotyphlops","Acutotyphlops solomonis","Acutotyphlops solomonis","(Parker, 1939) ",2471544,2471544
"166",NA,"Acutotyphlops subocularis","Acutotyphlops subocularis (Waite, 1897)",2471537,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Typhlopidae","Acutotyphlops","Acutotyphlops subocularis","Acutotyphlops subocularis","(Waite, 1897) ",2471537,2471537
"167",NA,"Adelophis copei","Adelophis copei Dugès, 1879",2458189,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Adelophis","Adelophis copei","Adelophis copei","Dugès, 1879",2458189,2458189
"168",NA,"Adelophis foxi","Adelophis foxi Rossman & Blaney, 1968",2458188,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Adelophis","Adelophis foxi","Adelophis foxi","Rossman & Blaney, 1968",2458188,2458188
"169",NA,"Adelphicos daryi","Adelphicos daryi Campbell & Ford, 1982",2454335,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Adelphicos","Adelphicos daryi","Adelphicos daryi","Campbell & Ford, 1982",2454335,2454335
