occurrenceId,verbatimScientificName_(GRA),scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species_(GBIF),canonicalName,authorship,usageKey,acceptedUsageKey
,Gehyra koira,"Gehyra koira Horner, 2005",2446285,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra koira,Gehyra koira,"Horner, 2005",2446285,
,Gehyra lacerata,"Gehyra lacerata (Taylor, 1962)",2446329,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra lacerata,Gehyra lacerata,"(Taylor, 1962) ",2446329,
,Gehyra lampei,"Gehyra lampei Andersson, 1913",2446298,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra papuana,Gehyra lampei,"Andersson, 1913",2446298,2446282
,Gehyra lazelli,"Gehyra lazelli (Wells & Wellington, 1985)",5843303,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra lazelli,Gehyra lazelli,"(Wells & Wellington, 1985) ",5843303,
,Gehyra leopoldi,"Gehyra leopoldi Brongersma, 1930",2446244,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra leopoldi,Gehyra leopoldi,"Brongersma, 1930",2446244,
,Gehyra marginata,"Gehyra marginata Boulenger, 1887",2446332,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra marginata,Gehyra marginata,"Boulenger, 1887",2446332,
,Gehyra membranacruralis,"Gehyra membranacruralis King & Horner, 1989",2446299,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra membranacruralis,Gehyra membranacruralis,"King & Horner, 1989",2446299,
,Gehyra minuta,"Gehyra minuta King, 1982",2446247,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra minuta,Gehyra minuta,"King, 1982",2446247,
,Gehyra montium,"Gehyra montium Storr, 1982",2446301,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra montium,Gehyra montium,"Storr, 1982",2446301,
,Gehyra moritzi,"Gehyra moritzi Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9447210,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra moritzi,Gehyra moritzi,"Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9447210,
,Gehyra multiporosa,"Gehyra multiporosa Doughty, Palmer, Sistrom, Bauer & Donnellan, 2012",7459921,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra multiporosa,Gehyra multiporosa,"Doughty, Palmer, Sistrom, Bauer & Donnellan, 2012",7459921,
,Gehyra mutilata,"Gehyra mutilata (Wiegmann, 1834)",2446249,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra mutilata,Gehyra mutilata,"(Wiegmann, 1834) ",2446249,
,Gehyra nana,"Gehyra nana Storr, 1978",2446307,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra nana,Gehyra nana,"Storr, 1978",2446307,
,Gehyra occidentalis,"Gehyra occidentalis King, 1984",2446276,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra occidentalis,Gehyra occidentalis,"King, 1984",2446276,
,Gehyra oceanica,"Gehyra oceanica (Lesson, 1830)",9026562,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra oceanica,Gehyra oceanica,"(Lesson, 1830) ",9026562,
,Gehyra pamela,"Gehyra pamela King, 1982",2446311,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra pamela,Gehyra pamela,"King, 1982",2446311,
,Gehyra papuana,"Gehyra papuana Meyer, 1874",2446282,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra papuana,Gehyra papuana,"Meyer, 1874",2446282,
,Gehyra pilbara,"Gehyra pilbara Mitchell, 1965",2446209,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra pilbara,Gehyra pilbara,"Mitchell, 1965",2446209,
,Gehyra pulingka,"Gehyra pulingka Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9503626,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra pulingka,Gehyra pulingka,"Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9503626,
,Gehyra punctata,"Gehyra punctata (Fry, 1914)",7785264,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra punctata,Gehyra punctata,"(Fry, 1914) ",7785264,
,Gehyra purpurascens,"Gehyra purpurascens Storr, 1982",2446291,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra purpurascens,Gehyra purpurascens,"Storr, 1982",2446291,
,Gehyra robusta,"Gehyra robusta King, 1984",2446325,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra robusta,Gehyra robusta,"King, 1984",2446325,
,Gehyra serraticauda,"Gehyra serraticauda Skipwith & Oliver, 2014",9236204,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra serraticauda,Gehyra serraticauda,"Skipwith & Oliver, 2014",9236204,
,Gehyra spheniscus,"Gehyra spheniscus Doughty, Palmer, Sistrom, Bauer & Donnellan, 2012",8293549,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra spheniscus,Gehyra spheniscus,"Doughty, Palmer, Sistrom, Bauer & Donnellan, 2012",8293549,
,Gehyra variegata,"Gehyra variegata (Duméril & Bibron, 1836)",2446224,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra variegata,Gehyra variegata,"(Duméril & Bibron, 1836) ",2446224,
,Gehyra versicolor,"Gehyra versicolor Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9256515,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra versicolor,Gehyra versicolor,"Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9256515,
,Gehyra vorax,"Gehyra vorax Girard, 1858",2446300,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra vorax,Gehyra vorax,"Girard, 1858",2446300,
,Gehyra xenopus,"Gehyra xenopus Storr, 1978",2446295,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gehyra,Gehyra xenopus,Gehyra xenopus,"Storr, 1978",2446295,
,Gekko aaronbaueri,"Gekko aaronbaueri Tri, Thai, Phimvohan, David & Teynié, 2015",8522609,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko aaronbaueri,Gekko aaronbaueri,"Tri, Thai, Phimvohan, David & Teynié, 2015",8522609,
,Gekko adleri,"Gekko adleri Nguyen, Wang, Yang, Lehmann, Le, Ziegler & Bonkowski, 2013",9237541,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko adleri,Gekko adleri,"Nguyen, Wang, Yang, Lehmann, Le, Ziegler & Bonkowski, 2013",9237541,
,Gekko athymus,"Gekko athymus Brown & Alcala, 1962",2447315,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko athymus,Gekko athymus,"Brown & Alcala, 1962",2447315,
,Gekko auriverrucosus,"Gekko auriverrucosus Zhou & Liu, 1982",2447363,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko auriverrucosus,Gekko auriverrucosus,"Zhou & Liu, 1982",2447363,
,Gekko badenii,"Gekko badenii Szczerbak & Nekrasova, 1994",2447350,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko badenii,Gekko badenii,"Szczerbak & Nekrasova, 1994",2447350,
,Gekko boehmei,"Gekko boehmei Luu, Calame, Nguyen, Le & Ziegler, 2015",8702330,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko boehmei,Gekko boehmei,"Luu, Calame, Nguyen, Le & Ziegler, 2015",8702330,
,Gekko bonkowskii,"Gekko bonkowskii Luu, Calame, Nguyen, Le & Ziegler, 2015",8567955,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko bonkowskii,Gekko bonkowskii,"Luu, Calame, Nguyen, Le & Ziegler, 2015",8567955,
,Gekko canaensis,"Gekko canaensis Ngo & Gamble, 2011",6066670,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko canaensis,Gekko canaensis,"Ngo & Gamble, 2011",6066670,
,Gekko canhi,"Gekko canhi Rösler, Nguyen, Van Doan, Ho, Nguyen & Ziegler, 2010",6066667,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko canhi,Gekko canhi,"Rösler, Nguyen, Van Doan, Ho, Nguyen & Ziegler, 2010",6066667,
,Gekko chinensis,"Gekko chinensis (Gray, 1842)",2447335,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko chinensis,Gekko chinensis,"(Gray, 1842) ",2447335,
,Gekko ernstkelleri,"Gekko ernstkelleri Rösler, Siler, Brown, Demeglio & Gaulke, 2006",2447361,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko ernstkelleri,Gekko ernstkelleri,"Rösler, Siler, Brown, Demeglio & Gaulke, 2006",2447361,
,Gekko gecko,"Gekko gecko (Linnaeus, 1758)",2447367,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko gecko,Gekko gecko,"(Linnaeus, 1758) ",2447367,
,Gekko gigante,"Gekko gigante Brown & Alcala, 1978",2447353,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko gigante,Gekko gigante,"Brown & Alcala, 1978",2447353,
,Gekko grossmanni,"Gekko grossmanni Günther, 1994",2447354,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko grossmanni,Gekko grossmanni,"Günther, 1994",2447354,
,Gekko guishanicus,"Gekko guishanicus Lin & Yao, 2016",10877942,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko guishanicus,Gekko guishanicus,"Lin & Yao, 2016",10877942,
,Gekko hokouensis,"Gekko hokouensis Pope, 1928",2447340,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko hokouensis,Gekko hokouensis,"Pope, 1928",2447340,
,Gekko japonicus,"Gekko japonicus (Schlegel, 1836)",2447295,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko japonicus,Gekko japonicus,"(Schlegel, 1836) ",2447295,
,Gekko kwangsiensis,"Gekko kwangsiensis Yang, 2015",8437864,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko kwangsiensis,Gekko kwangsiensis,"Yang, 2015",8437864,
,Gekko lauhachindai,"Gekko lauhachindai Panitvong, Sumontha, Konlek & Kunya, 2010",6066666,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko lauhachindai,Gekko lauhachindai,"Panitvong, Sumontha, Konlek & Kunya, 2010",6066666,
,Gekko liboensis,"Gekko liboensis Zhou, Liu & Li, 1982",2447342,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko liboensis,Gekko liboensis,"Zhou, Liu & Li, 1982",2447342,
,Gekko melli,"Gekko melli (Vogt, 1922)",6066661,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko melli,Gekko melli,"(Vogt, 1922) ",6066661,
,Gekko mindorensis,"Gekko mindorensis Taylor, 1919",2447346,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko mindorensis,Gekko mindorensis,"Taylor, 1919",2447346,
,Gekko monarchus,"Gekko monarchus (Schlegel, 1836)",2447302,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko monarchus,Gekko monarchus,"(Schlegel, 1836) ",2447302,
,Gekko nadenensis,"Gekko nadenensis Luu, Nguyen, Le, Bonkowski & Ziegler, 2017",9463806,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko nadenensis,Gekko nadenensis,"Luu, Nguyen, Le, Bonkowski & Ziegler, 2017",9463806,
,Gekko nutaphandi,"Gekko nutaphandi Bauer, Sumontha & Pauwels, 2008",6066663,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko nutaphandi,Gekko nutaphandi,"Bauer, Sumontha & Pauwels, 2008",6066663,
,Gekko palawanensis,"Gekko palawanensis Taylor, 1925",2447359,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko palawanensis,Gekko palawanensis,"Taylor, 1925",2447359,
,Gekko palmatus,"Gekko palmatus Boulenger, 1907",2447347,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko palmatus,Gekko palmatus,"Boulenger, 1907",2447347,
,Gekko petricolus,"Gekko petricolus Taylor, 1962",2447312,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko petricolus,Gekko petricolus,"Taylor, 1962",2447312,
,Gekko porosus,"Gekko porosus Taylor, 1922",2447360,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko porosus,Gekko porosus,"Taylor, 1922",2447360,
,Gekko reevesii,"Gekko reevesii (Gray, 1831)",6066664,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko reevesii,Gekko reevesii,"(Gray, 1831) ",6066664,
,Gekko romblon,"Gekko romblon Brown & Alcala, 1978",2447348,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko romblon,Gekko romblon,"Brown & Alcala, 1978",2447348,
,Gekko russelltraini,"Gekko russelltraini Ngo Van Tri, Bauer, Wood & Jl Grismer, 2009",6066673,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko russelltraini,Gekko russelltraini,"Ngo Van Tri, Bauer, Wood & Jl Grismer, 2009",6066673,
,Gekko scabridus,"Gekko scabridus Liu & Zhou, 1982",2447314,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko scabridus,Gekko scabridus,"Liu & Zhou, 1982",2447314,
,Gekko scientiadventura,"Gekko scientiadventura Rösler, Ziegler, Vu, Herrmann & Böhme, 2004",6066665,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko scientiadventura,Gekko scientiadventura,"Rösler, Ziegler, Vu, Herrmann & Böhme, 2004",6066665,
,Gekko sengchanthavongi,"Gekko sengchanthavongi Luu, Calame, Nguyen, Le & Ziegler, 2015",8502604,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko sengchanthavongi,Gekko sengchanthavongi,"Luu, Calame, Nguyen, Le & Ziegler, 2015",8502604,
,Gekko shibatai,"Gekko shibatai Toda, Sengoku, Hikida & Ota, 2008",6066674,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko shibatai,Gekko shibatai,"Toda, Sengoku, Hikida & Ota, 2008",6066674,
,Gekko siamensis,"Gekko siamensis Grossmann & Ulber, 1990",2447362,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko siamensis,Gekko siamensis,"Grossmann & Ulber, 1990",2447362,
,Gekko similignum,"Gekko similignum Smith, 1923",2447349,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko similignum,Gekko similignum,"Smith, 1923",2447349,
,Gekko smithii,"Gekko smithii Gray, 1842",2447316,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko smithii,Gekko smithii,"Gray, 1842",2447316,
,Gekko subpalmatus,"Gekko subpalmatus (Günther, 1864)",2447364,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko subpalmatus,Gekko subpalmatus,"(Günther, 1864) ",2447364,
,Gekko swinhonis,"Gekko swinhonis Günther, 1864",2447351,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko swinhonis,Gekko swinhonis,"Günther, 1864",2447351,
,Gekko taibaiensis,"Gekko taibaiensis Song, 1985",2447338,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko taibaiensis,Gekko taibaiensis,"Song, 1985",2447338,
,Gekko takouensis,"Gekko takouensis Ngo & Gamble, 2010",6066669,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko takouensis,Gekko takouensis,"Ngo & Gamble, 2010",6066669,
,Gekko tawaensis,"Gekko tawaensis Okada, 1956",2447382,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko tawaensis,Gekko tawaensis,"Okada, 1956",2447382,
,Gekko thakhekensis,"Gekko thakhekensis Luu, Calame, Nguyen, Le, Bonkowski & Ziegler, 2014",9619641,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko thakhekensis,Gekko thakhekensis,"Luu, Calame, Nguyen, Le, Bonkowski & Ziegler, 2014",9619641,
,Gekko truongi,"Gekko truongi Phung & Ziegler, 2011",8319325,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko truongi,Gekko truongi,"Phung & Ziegler, 2011",8319325,
,Gekko verreauxi,"Gekko verreauxi Tytler, 1865",2447345,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko verreauxi,Gekko verreauxi,"Tytler, 1865",2447345,
,Gekko vertebralis,"Gekko vertebralis Toda, Sengoku, Hikida & Ota, 2008",6066668,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko vertebralis,Gekko vertebralis,"Toda, Sengoku, Hikida & Ota, 2008",6066668,
,Gekko vietnamensis,"Gekko vietnamensis Sang, 2010",6066662,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko vietnamensis,Gekko vietnamensis,"Sang, 2010",6066662,
,Gekko vittatus,"Gekko vittatus Houttuyn, 1782",2447322,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko vittatus,Gekko vittatus,"Houttuyn, 1782",2447322,
,Gekko wenxianensis,"Gekko wenxianensis Zhou & Wang, 2008",6066671,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko wenxianensis,Gekko wenxianensis,"Zhou & Wang, 2008",6066671,
,Gekko yakuensis,"Gekko yakuensis Matsui & Okada, 1968",2447358,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Gekko,Gekko yakuensis,Gekko yakuensis,"Matsui & Okada, 1968",2447358,
,Geocalamus acutus,"Geocalamus acutus Sternfeld, 1912",2472881,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Amphisbaenidae,Geocalamus,Geocalamus acutus,Geocalamus acutus,"Sternfeld, 1912",2472881,
,Geocalamus modestus,"Geocalamus modestus Günther, 1880",2472880,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Amphisbaenidae,Geocalamus,Geocalamus modestus,Geocalamus modestus,"Günther, 1880",2472880,
,Geochelone elegans,"Geochelone elegans (Schoepff, 1795)",2441535,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Testudinidae,Geochelone,Geochelone elegans,Geochelone elegans,"(Schoepff, 1795) ",2441535,
,Geochelone platynota,"Geochelone platynota (Blyth, 1863)",2441526,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Testudinidae,Geochelone,Geochelone platynota,Geochelone platynota,"(Blyth, 1863) ",2441526,
,Geoclemys hamiltonii,"Geoclemys hamiltonii (Gray, 1831)",2443250,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Geoclemys,Geoclemys hamiltonii,Geoclemys hamiltonii,"(Gray, 1831) ",2443250,
,Geoemyda japonica,"Geoemyda japonica Fan, 1931",2443419,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Geoemyda,Geoemyda japonica,Geoemyda japonica,"Fan, 1931",2443419,
,Geoemyda spengleri,"Geoemyda spengleri (Gmelin, 1789)",8481449,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Geoemydidae,Geoemyda,Geoemyda spengleri,Geoemyda spengleri,"(Gmelin, 1789) ",8481449,
,Geomyersia coggeri,"Geomyersia coggeri Greer, 1982",2463667,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Geomyersia,Geomyersia coggeri,Geomyersia coggeri,"Greer, 1982",2463667,
,Geomyersia glabra,"Geomyersia glabra Greer & Parker, 1968",2463668,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Geomyersia,Geomyersia glabra,Geomyersia glabra,"Greer & Parker, 1968",2463668,
,Geophis anocularis,"Geophis anocularis Dunn, 1920",2453705,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis anocularis,Geophis anocularis,"Dunn, 1920",2453705,
,Geophis bellus,"Geophis bellus Myers, 2003",2453792,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis bellus,Geophis bellus,"Myers, 2003",2453792,
,Geophis betaniensis,"Geophis betaniensis Restrepo & Wright, 1987",2453666,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis betaniensis,Geophis betaniensis,"Restrepo & Wright, 1987",2453666,
,Geophis bicolor,"Geophis bicolor Günther, 1868",2453754,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis bicolor,Geophis bicolor,"Günther, 1868",2453754,
,Geophis blanchardi,"Geophis blanchardi Taylor & Smith, 1939",2453709,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis blanchardi,Geophis blanchardi,"Taylor & Smith, 1939",2453709,
,Geophis brachycephalus,"Geophis brachycephalus (Cope, 1871)",2453681,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis brachycephalus,Geophis brachycephalus,"(Cope, 1871) ",2453681,
,Geophis cancellatus,"Geophis cancellatus Smith, 1941",2453710,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis cancellatus,Geophis cancellatus,"Smith, 1941",2453710,
,Geophis carinosus,"Geophis carinosus Stuart, 1941",2453670,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis carinosus,Geophis carinosus,"Stuart, 1941",2453670,
,Geophis chalybeus,"Geophis chalybeus (Wagler, 1830)",2453757,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis chalybeus,Geophis chalybeus,"(Wagler, 1830) ",2453757,
,Geophis championi,"Geophis championi Boulenger, 1894",2453678,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis championi,Geophis championi,"Boulenger, 1894",2453678,
,Geophis damiani,"Geophis damiani Wilson, Mccranie & Williams, 1998",2453793,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis damiani,Geophis damiani,"Wilson, Mccranie & Williams, 1998",2453793,
,Geophis downsi,"Geophis downsi Savage, 1981",2453717,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis downsi,Geophis downsi,"Savage, 1981",2453717,
,Geophis dubius,"Geophis dubius (Peters, 1861)",2453685,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis dubius,Geophis dubius,"(Peters, 1861) ",2453685,
,Geophis duellmani,"Geophis duellmani Smith & Holland, 1969",2453660,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis duellmani,Geophis duellmani,"Smith & Holland, 1969",2453660,
,Geophis dugesii,"Geophis dugesii Bocourt, 1883",2453721,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis dugesii,Geophis dugesii,"Bocourt, 1883",2453721,
,Geophis dunni,"Geophis dunni Schmidt, 1932",2453663,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis dunni,Geophis dunni,"Schmidt, 1932",2453663,
,Geophis fulvoguttatus,"Geophis fulvoguttatus Mertens, 1952",2453711,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis fulvoguttatus,Geophis fulvoguttatus,"Mertens, 1952",2453711,
,Geophis godmani,"Geophis godmani Boulenger, 1894",2453695,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis godmani,Geophis godmani,"Boulenger, 1894",2453695,
,Geophis hoffmanni,"Geophis hoffmanni (Peters, 1859)",2453740,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis hoffmanni,Geophis hoffmanni,"(Peters, 1859) ",2453740,
,Geophis immaculatus,"Geophis immaculatus Downs, 1967",2453703,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis immaculatus,Geophis immaculatus,"Downs, 1967",2453703,
